XP_015796720.3	XP_068073362.1	30.303	66	45	1	234	299	185	249	6.61e-07	42.7	479	565	XP_068073362.1 TBC1 domain family member 24 isoform X2 [Danio rerio]
XP_015796720.3	XP_003201409.4	30.303	66	45	1	234	299	226	290	7.51e-07	42.7	479	606	XP_003201409.4 TBC1 domain family member 24 isoform X1 [Danio rerio]
XP_015801469.3	XP_003201409.4	29.457	129	79	7	167	288	166	289	4.84e-08	48.1	1075	606	XP_003201409.4 TBC1 domain family member 24 isoform X1 [Danio rerio]
XP_015801469.3	XP_068073362.1	29.457	129	79	7	167	288	125	248	5.70e-08	47.8	1075	565	XP_068073362.1 TBC1 domain family member 24 isoform X2 [Danio rerio]
XP_015804252.3	XP_003201409.4	27.200	125	87	3	435	556	166	289	5.72e-08	47.4	900	606	XP_003201409.4 TBC1 domain family member 24 isoform X1 [Danio rerio]
XP_015804252.3	XP_068073362.1	27.200	125	87	3	435	556	125	248	8.52e-08	47.0	900	565	XP_068073362.1 TBC1 domain family member 24 isoform X2 [Danio rerio]
XP_015804685.1	NP_001313526.1	57.407	270	95	5	1	267	1	253	3.49e-105	298	270	255	NP_001313526.1 uncharacterized protein LOC792958 [Danio rerio]
XP_015804685.1	XP_005169829.1	60.891	202	70	1	66	267	22	214	6.05e-89	256	270	216	XP_005169829.1 uncharacterized protein isoform X1 [Danio rerio]
XP_015804685.1	XP_073789882.1	50.763	262	102	5	10	267	476	714	1.60e-84	259	270	716	XP_073789882.1 nuclear receptor coactivator 7 isoform X4 [Danio rerio]
XP_015804685.1	XP_073789881.1	50.763	262	102	5	10	267	480	718	1.71e-84	259	270	720	XP_073789881.1 nuclear receptor coactivator 7 isoform X3 [Danio rerio]
XP_015804685.1	XP_073789880.1	50.763	262	102	5	10	267	487	725	2.36e-84	259	270	727	XP_073789880.1 nuclear receptor coactivator 7 isoform X2 [Danio rerio]
XP_015804685.1	XP_073789879.1	50.763	262	102	5	10	267	491	729	2.77e-84	259	270	731	XP_073789879.1 nuclear receptor coactivator 7 isoform X1 [Danio rerio]
XP_015804685.1	XP_073781335.1	46.718	259	123	3	11	267	501	746	2.36e-82	254	270	748	XP_073781335.1 oxidation resistance protein 1a isoform X6 [Danio rerio]
XP_015804685.1	XP_073781334.1	46.718	259	123	3	11	267	527	772	3.94e-82	254	270	774	XP_073781334.1 oxidation resistance protein 1a isoform X5 [Danio rerio]
XP_015804685.1	XP_021322411.1	46.718	259	123	3	11	267	530	775	5.55e-82	254	270	777	XP_021322411.1 oxidation resistance protein 1a isoform X3 [Danio rerio]
XP_015804685.1	XP_021322412.1	43.636	275	135	4	11	267	501	773	4.35e-80	249	270	775	XP_021322412.1 oxidation resistance protein 1a isoform X4 [Danio rerio]
XP_015804685.1	XP_021322410.1	43.636	275	135	4	11	267	527	799	4.76e-80	249	270	801	XP_021322410.1 oxidation resistance protein 1a isoform X2 [Danio rerio]
XP_015804685.1	XP_021322409.1	43.636	275	135	4	11	267	530	802	7.64e-80	249	270	804	XP_021322409.1 oxidation resistance protein 1a isoform X1 [Danio rerio]
XP_015804685.1	NP_001107916.1	42.908	282	127	5	11	267	419	691	2.33e-79	245	270	693	NP_001107916.1 oxidation resistance protein 1a [Danio rerio]
XP_015804685.1	XP_073781336.1	58.382	173	72	0	95	267	65	237	1.03e-77	228	270	239	XP_073781336.1 oxidation resistance protein 1a isoform X7 [Danio rerio]
XP_015804685.1	XP_005159515.1	43.571	280	125	5	11	266	568	838	1.82e-75	238	270	841	XP_005159515.1 oxidation resistance protein 1b isoform X1 [Danio rerio]
XP_015804685.1	XP_005159516.1	45.833	264	115	5	11	266	568	811	4.05e-75	236	270	814	XP_005159516.1 oxidation resistance protein 1b isoform X2 [Danio rerio]
XP_015804685.1	XP_073781449.1	68.243	148	47	0	120	267	2	149	6.43e-74	215	270	151	XP_073781449.1 uncharacterized protein isoform X2 [Danio rerio]
XP_015804685.1	XP_073781448.1	68.243	148	47	0	120	267	2	149	6.43e-74	215	270	151	XP_073781448.1 uncharacterized protein isoform X2 [Danio rerio]
XP_015804685.1	NP_001038668.1	42.958	284	125	6	11	266	472	746	1.01e-73	231	270	749	NP_001038668.1 oxidation resistance protein 1b [Danio rerio]
